id,sentence
1978,SI1366
1979,SI1034
1980,SI824
1981,SI739
1982,SI1039
1983,SI1260
1984,SI636
1985,SI880
1986,SI1126
1987,SI815
1988,SI507
1989,SI2133
1990,SI1424
1991,SI1984
1992,SI758
1993,SI1888
1994,SI2113
1995,SX141
1996,SI1179
1997,SI990
1998,SI1727
1999,SI2049
2000,SI1264
2001,SX203
2002,SI481
2003,SI1673
2004,SI1283
2005,SI1720
2006,SI2289
2007,SX364
2008,SX259
2009,SI2001
2010,SI559
2011,SI1258
2012,SI642
2013,SI2190
2014,SI1517
2015,SX125
2016,SI1853
2017,SI549
2018,SX415
2019,SI2028
2020,SI716
2021,SI709
2022,SI1674
2023,SX445
2024,SI1724
2025,SI1826
2026,SI2117
2027,SI940
2028,SI2237
2029,SX94
2030,SI2077
2031,SI1114
2032,SX29
2033,SI1402
2034,SX202
2035,SI1531
2036,SI1716
2037,SI1223
2038,SI2247
2039,SI676
2040,SI1941
2041,SX346
2042,SI1146
2043,SX286
2044,SI1226
2045,SI1184
2046,SI1385
2047,SX204
2048,SX355
2049,SI1287
2050,SI572
2051,SI1468
2052,SI2149
2053,SI2301
2054,SX20
2055,SX322
2056,SI544
2057,SI1560
2058,SI2065
2059,SI1380
2060,SI2303
2061,SI2007
2062,SI1206
2063,SI828
2064,SI2302
2065,SI647
2066,SX190
2067,SI989
2068,SI1606
2069,SI791
2070,SI2045
2071,SI1323
2072,SI1057
2073,SI560
2074,SI1370
2075,SI702
2076,SI1461
2077,SX408
2078,SI1777
2079,SI2210
2080,SX388
2081,SI1871
2082,SI1731
2083,SI1018
2084,SI1699
2085,SI1431
2086,SI1110
2087,SI646
2088,SI567
2089,SI657
2090,SI1281
2091,SX341
2092,SX253
2093,SI1212
2094,SI1507
2095,SI1521
2096,SI1068
2097,SX45
2098,SX271
2099,SX268
2100,SX276
2101,SX63
2102,SX274
2103,SX442
2104,SI1726
2105,SX87
2106,SX26
2107,SI1644
2108,SI1511
2109,SI901
2110,SI606
2111,SI1925
2112,SX108
2113,SX372
2114,SI2030
2115,SI1552
2116,SI2012
2117,SI1273
2118,SI1828
2119,SI951
2120,SI893
2121,SI957
2122,SX438
2123,SI2335
2124,SI911
2125,SI1275
2126,SI965
2127,SI1634
2128,SX57
2129,SI1485
2130,SI952
2131,SI746
2132,SI1440
2133,SI1326
2134,SI904
2135,SI1367
2136,SI1747
2137,SX152
2138,SI1016
2139,SX95
2140,SX173
2141,SI1398
2142,SI1471
2143,SI2114
2144,SI688
2145,SI1810
2146,SI2318
2147,SI1930
2148,SI962
2149,SI853
2150,SI1912
2151,SI2054
2152,SX375
2153,SI752
2154,SI659
2155,SI1059
2156,SI761
2157,SX136
2158,SI1178
2159,SI2018
2160,SI1045
2161,SI1413
2162,SI1434
2163,SI2206
2164,SI1526
2165,SX380
2166,SI1074
2167,SI1222
2168,SI964
2169,SI1047
2170,SX126
2171,SI1363
2172,SI2216
2173,SX400
2174,SI483
2175,SI2091
2176,SI1849
2177,SI835
2178,SI751
2179,SI1948
2180,SI1738
2181,SI1426
2182,SI1053
2183,SI704
2184,SI1023
2185,SI1936
2186,SX148
2187,SI1639
2188,SI915
2189,SI1686
2190,SI1895
2191,SI1256
2192,SI2232
2193,SI1464
2194,SI1786
2195,SI689
2196,SI1865
2197,SX112
2198,SI1537
2199,SI1528
2200,SI2226
2201,SI845
2202,SI1631
2203,SI892
2204,SI1574
2205,SX154
2206,SI787
2207,SI2224
2208,SI2261
2209,SI1862
2210,SI797
2211,SI1246
2212,SI1294
2213,SX83
2214,SX39
2215,SI1395
2216,SI1438
2217,SI2131
2218,SI644
2219,SI573
2220,SI1351
2221,SI1761
2222,SI2324
2223,SI1123
2224,SX102
2225,SX310
2226,SI1373
2227,SI2173
2228,SI601
2229,SX426
2230,SX451
2231,SI581
2232,SI2140
2233,SI2085
2234,SX425
2235,SI916
2236,SI492
2237,SI577
2238,SI1694
2239,SI2328
2240,SX279
2241,SI1019
2242,SI772
2243,SI1812
2244,SI2235
2245,SI2245
2246,SI1314
2247,SI1837
2248,SI1168
2249,SI1705
2250,SI2315
2251,SX402
2252,SI496
2253,SI579
2254,SI1557
2255,SX250
2256,SI1368
2257,SX272
2258,SI930
2259,SI638
2260,SX428
2261,SI1055
2262,SI2159
2263,SI1660
2264,SI1167
2265,SI1176
2266,SX127
2267,SI1339
2268,SI1928
2269,SI1669
2270,SI499
2271,SI1577
2272,SI1909
2273,SI541
2274,SI1575
2275,SX62
2276,SI1333
2277,SI2168
2278,SI491
2279,SI747
2280,SX291
2281,SI667
2282,SI470
2283,SI1066
2284,SI1942
2285,SI938
2286,SI1962
2287,SX452
2288,SI1486
2289,SI583
2290,SI1290
2291,SI1599
2292,SI2310
2293,SX21
2294,SI648
2295,SI1627
2296,SI1551
2297,SI2246
2298,SI711
2299,SI888
2300,SI1732
2301,SI1418
2302,SI1775
2303,SI614
2304,SI603
2305,SI1232
2306,SX383
2307,SI776
2308,SI1541
2309,SI2067
2310,SI1478
2311,SI2116
2312,SI2064
2313,SI1858
2314,SI750
2315,SI1870
2316,SI720
2317,SX155
2318,SI1779
2319,SI2120
2320,SX327
2321,SI527
2322,SI1993
2323,SI1042
2324,SX243
2325,SI1460
2326,SX227
2327,SI2185
2328,SX77
2329,SI479
2330,SI998
2331,SI748
2332,SI1913
2333,SX249
2334,SX16
2335,SI1708
2336,SI1411
2337,SI2036
2338,SI1626
2339,SI1311
2340,SI2296
2341,SI753
